Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA20_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_1.raw	E:\FragPipe\ThyDIA\10ngHela\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA10_10ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA100_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath2_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_8.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_6.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_4.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_02ng_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA_15m\Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_blk2.raw
O43143	O43143		DHX15		2.08403e+06	2.65289e+06	2.64732e+06	2.77949e+06	2.74881e+06	2.16741e+06	2.66873e+06	3.46555e+06	2.68362e+06	2.18919e+06	2.89147e+06	2.2671e+06	2.43274e+06	2.50094e+06	2.38668e+06	2.67022e+06	2.33149e+06	2.57701e+06	2.63454e+06	2.27987e+06	2.70418e+06	2.42368e+06	2.3062e+06	2.49364e+06	2.49774e+06	2.50052e+06		
O43148	O43148		RNMT		42507.7	122771	141442	112430	122689	39939.2	126321	110055	132476	100039	121819	101854	99819	78654.6	100083	93567.5	99559.9	107642	103145	80313.4	96391.7	104535	87642.3	105241	83198.3	98471.6		
O43156	O43156		TTI1		37176.6	556863				35314.6		337665												199661					260477	246399		
O43159	O43159		RRP8		1.0272e+06	2.77888e+06	3.35739e+06	3.60244e+06	2.7002e+06	635611	2.45688e+06	2.32496e+06	3.42792e+06	1.40317e+06	1.59489e+06	1.46641e+06	1.39598e+06	1.4138e+06	1.32568e+06	1.75201e+06	1.45204e+06	1.61447e+06	1.8323e+06	1.39319e+06	1.79724e+06	1.88866e+06	1.06146e+06	1.08435e+06	1.00377e+06	1.01474e+06		
O43169	O43169		CYB5B		104715	123555	113736	89919.2	144429	186917	118214	109429	106739	131786	115934	149687	156172	171823	113844	108028	104979	102985	102412	122270	107310	87430.8	125660	163074	122652	131453		
O43172	O43172		PRPF4		243485	795589	732994	838123	788612	224538	697115	813681	712780	806749	697567	825142	888498	822560	529608	549432	536851	538613	534534	578033	529492	545783	731346	796933	771709	806895		
O43175	O43175		PHGDH		2.62039e+06	2.64519e+06	2.59537e+06	2.61931e+06	2.6053e+06	2.38574e+06	2.51166e+06	2.58907e+06	2.66198e+06	2.57473e+06	2.70083e+06	2.57161e+06	2.62219e+06	2.57846e+06	2.60531e+06	2.48254e+06	2.56853e+06	2.55238e+06	2.57153e+06	2.46772e+06	2.54458e+06	2.57119e+06	2.66127e+06	2.63019e+06	2.77615e+06	2.67692e+06		
O43181	O43181		NDUFS4		90691.1	131736	135238	104216	136100	72560.2	151660	124430	156335	115044	137623		141368	112705	131748	145077	105225	124301	119665	103921	108048	118403	96185.8	114107	92676	123900		
O43237	O43237		DYNC1LI2		148147	166653	274474	283726	234824	140363	183257	199009	257070	270528	261764	319226	323010	237394	359149	402685	297934	329050	384748	374204	351497	350537	355632	260522	311532	239598		
O43242	O43242		PSMD3		214217	225798	224459	227919	205935	198959	213833	216188	204446	188681	210126	198507	198000	212466	187669	190974	216046	199123	219879	190208	217027	213473	225841	243628	206695	223496		
O43264	O43264		ZW10		95781.9			530169	526709	96733.5		575166								461553	321217				136814	135235						
O43286	O43286		B4GALT5		103139	106813	118341	111029	121377	106108	146208	141751	126093	115773	134795	121362	106332	116326	104581	118732	87356.2	90622.5	93139.9	117757	103034	86659.5	113853	106460	114757	143186		
O43290	O43290		SART1		192988	263204	262164	264630	259067	149560	260965	246247	230545	242141	272928	270698	242533	222558	173570	180277	196439	176873	196160	200891	193330	239591	238736	269705	264627	260270		
O43324	O43324		EEF1E1		320890	543791	456856	523347	561551	310835	511523	546102	560193	459003	511916	424626	328942	503653	539946	525325	519701	515357	519557	477914	426060	475579	480688	488437	378670	467905		
O43390	O43390		HNRNPR		1.14462e+06	1.04663e+06	977260	1.00429e+06	1.03334e+06	1.04556e+06	1.05326e+06	972593	1.00503e+06	1.00518e+06	1.03285e+06	1.08428e+06	1.07823e+06	1.08541e+06	1.10552e+06	1.16161e+06	1.09696e+06	1.1118e+06	1.13731e+06	1.10289e+06	1.15429e+06	1.13631e+06	1.05297e+06	1.14402e+06	1.11723e+06	1.08967e+06		
O43395	O43395		PRPF3		2.02381e+06	2.06173e+06	1.94667e+06	2.26909e+06	1.50536e+06	1.79847e+06	1.9899e+06	2.08536e+06	2.06781e+06	1.67266e+06	1.84059e+06	2.03829e+06	1.45217e+06	1.414e+06	2.75308e+06	2.32852e+06	3.20073e+06	3.27388e+06	2.81504e+06	3.23441e+06	2.3362e+06	2.75963e+06	1.48127e+06	1.88749e+06	1.88421e+06	1.73575e+06		
O43396	O43396		TXNL1		990185	1.14898e+06	925704	1.36896e+06	1.24809e+06	1.04029e+06	626928	963452	1.08032e+06	943603	1.32015e+06	1.07957e+06	1.06276e+06	1.22926e+06	973277	1.0009e+06	1.00455e+06	1.16031e+06	1.10529e+06	753828	1.17866e+06	950954	920966	1.11019e+06	986774	1.00209e+06		
O43399	O43399		TPD52L2		661921	856883	834052	757428	808422	648085	826316	808911	808604	938299	845492	964772	959544	915790	830920	821998	837149	816211	818970	824102	823186	821772	826983	820349	791954	804943		
O43402	O43402		EMC8		338479	2.45816e+06	1.90186e+06	2.67041e+06	1.11435e+06	329114	1.71117e+06	1.68585e+06		1.75461e+06		1.37214e+06	1.28475e+06	1.41435e+06	1.20666e+06	1.07371e+06	1.19338e+06	1.21562e+06	1.09306e+06	1.02247e+06	1.38448e+06	963946	764690	445794	786800	481648		
O43447	O43447		PPIH		56997.1	50360.2	31243.7	42319.2	42840.2	77909		94307.7	29049.6	38046.9	40467.7	49206.7	46099.5	67347	50750.8	58411.5	64021.6		68211.3		85078.4	70791.5	24985.5	60500.6	78595.3	37198		
O43488	O43488		AKR7A2		315904	392110	278101	293378	316973	298274	311728	328129	316051	188061	286821	252472	232342	312440	238117	251287	270221	268573	294258	198049	273354	195024	206896	224098	264743	232553		
O43491	O43491		EPB41L2		548486					169787											1.4086e+06											
O43493	O43493		TGOLN2		38684.2	55030.8	64026.7	63846.4	53737.1	31493.7	58620.4	47014.5	66541.5	78043.9	60265.3	64435.4	63543.1	63190.3	71750.7	73011.2	54536.4	61366.1	66157.2	69317	64247	52432.2	108010	87476.5	88415.4	65781.1		
O43504	O43504		LAMTOR5		24129.7					20275.3												14113.1				14872.5						
O43583	O43583		DENR		93302.6	159644	173147	143961	158689	71116.3	199575	212054	155740	249706	173792	238017	223236	225143	125197	128321	128620	128276	134181	138678	133529	133059	240416	207536	178584	235289		
O43592	O43592		XPOT		145380	142007	175065	160727	141211	144968	156345	149114	153782	173423	155404	161813	137265	151244	166958	158768	174382	172738	169705	148178	164412	165489	153329	152488	132998	113824		
O43598	O43598		DNPH1		85009.3					115519				119827			127857	116022	115200								150653		123548			
O43615	O43615		TIMM44		190554	229782	205138	324997	195603	158164	263462	202654	207816	199363	229734	223907	223951	221032	192950	185023	203033	193110	187783	172697	157635	175186	201053	210715	209112	221462		
O43617	O43617		TRAPPC3		461358		1.09983e+06	1.07986e+06	1.07471e+06	439906	1.06055e+06	1.05402e+06	1.13432e+06	847560	1.13579e+06	814581	846713	855860	890024	949772	1.01617e+06	1.02069e+06	922265	762808	937415	928587	821508		827773	811989		
O43633	O43633		CHMP2A		294795	239697	253303	242428	254143	278735	227206	244212	252854	295618	277128	314137	297579	329537	302013	314800	342138	332112	268112	316308	333544	291809	283709	308452	286883	274413		
O43653	O43653		PSCA		68133.7	332272	285244			84450.3	301630			225437		231489	217077	251041	277382	223660	264150	242723		244564	248231	239032	165991	144461	164568	140352		
O43657	O43657		TSPAN6		826141	1.33294e+06	1.31028e+06		1.16612e+06	342922		1.25574e+06	1.43883e+06	1.24959e+06		1.20718e+06	1.26531e+06	1.1462e+06	1.05515e+06	1.05517e+06	1.12825e+06	1.10052e+06	1.03166e+06	1.18791e+06	1.1312e+06	1.18054e+06	961894	1.01151e+06		953853		
O43660	O43660		PLRG1		2.48052e+06					1.01689e+06				2.78907e+06		2.89147e+06		2.87416e+06											3.46027e+06	3.26686e+06		
O43663	O43663		PRC1		21573.7					18317.3																						
O43670	O43670		ZNF207		465487	515054	508381	492596	504590	448173	590371	586061	587972	531911	521380	535350	538503	513207	458847	484530	527505	499189	504331	513219	512845	489233	488442	562984	521465	515885		
O43674	O43674		NDUFB5		30476.5				66580.4	48522.4						101371	107150	188904			51593.4	53988.6			67437			33167.7	63671.8			
O43676	O43676		NDUFB3		87463.9					104498				171211					162658	164274	154896	156916	169048		178479	169396						
O43678	O43678		NDUFA2		78232.2	100208	87441.1	90432.9	88646.2	100212	104014	98471.7	95178.6	97769.6	90479.9	101145	90803.4	100891	82568	100867	77711.8	74585.6	93132.3	107189	107247	92593.8	106270	82077.2	67929.2	104858		
O43681	O43681		GET3		262010	270672	230706	241527	245312	293917	250004	276098	267984	312577	266426	310473	315840	369899	330083	294043	314563	310762	334238	305356	327338	312671	350761	323128	331163	371843		
O43684	O43684		BUB3		263046	253595	232161	253148	231040	300827	252942	235592	262485	251901	243699	272510	260759	272027	250844	258788	263614	248690	264200	245296	267590	278475	242976	248805	264390	244387		
O43707	O43707		ACTN4		1.6062e+06	1.60235e+06	1.50556e+06	1.56624e+06	1.56048e+06	1.57497e+06	1.5254e+06	1.47781e+06	1.4888e+06	1.6287e+06	1.5828e+06	1.66313e+06	1.60244e+06	1.58025e+06	1.59657e+06	1.62486e+06	1.6098e+06	1.66827e+06	1.57108e+06	1.62777e+06	1.65715e+06	1.62245e+06	1.53685e+06	1.54684e+06	1.53721e+06	1.58456e+06		
O43708	O43708		GSTZ1		32840	58350.3	53011.9	53177.2	40127	34167.9	57794.4	44667	49420.5		65902.7	46843.8	46265.9	65739		53836.7	44502.1	41163.6	60157.9		50178.6	45728.4		78396.8	85330.9	73885.4		
O43719	O43719		HTATSF1		445815	1.31969e+06	1.17172e+06	1.22741e+06	1.3686e+06	433686	926240	1.20315e+06	1.22598e+06	970668	1.16099e+06	1.00414e+06	1.01523e+06	1.03419e+06	1.14478e+06	1.0907e+06	1.07042e+06	1.13162e+06	1.11415e+06	1.18244e+06	1.12607e+06	1.21266e+06	913029	994649	957027	1.01464e+06		
O43747	O43747		AP1G1		437269	651367	458455	334244	564105	409409	742238	671348	856680	506803	523043	577305	429914	484797	876802	852510	708977	676332	894233	724802	708100	695415	530589	575155	621737	409927		
O43760	O43760		SYNGR2		109379				172851	143144								110496	97090.8		156729			165894				137810	170977			
O43765	O43765		SGTA		101646	51521.4			60949.6	95477.5	41837.4	25915.7	34451.9	32555.7		68581.9	49583.9	51519.6	65028.5	66700	49700	80791.6	46375.9	55868.1	87602.4	53585.6	41057.7	58860	67853.1	48609		
O43768	O43768		ENSA		213442	526389	569422	555223	517310	272932	539932	625430	541579	380298	546845	410995	359293	415003	424603	434684	418945	418163	423888	426361	453974	443584	510509	455795	395750	538217		
O43772	O43772		SLC25A20		69206.3			39416.2	410461	83506.4								196492	235106		236634	179727	242653				209222	234789	238097	221886		
O43776	O43776		NARS1		1.60981e+06	2.38411e+06	2.25422e+06	2.4873e+06	2.19283e+06	1.52386e+06	2.30946e+06	2.52213e+06	2.55908e+06	1.93204e+06	2.44497e+06	2.05427e+06	2.06361e+06	1.98001e+06	2.06908e+06	2.13891e+06	2.06277e+06	2.16293e+06	2.06271e+06	2.04818e+06	2.22427e+06	2.12935e+06	2.07075e+06	1.98734e+06	2.04109e+06	2.17767e+06		
O43808	O43808		SLC25A17		6321.9					6201.09																						
O43809	O43809		NUDT21		291689	719137	659905	658084	723917	323117	736378	540138	710615	420326	744172	342063	412417	375114	510693	565775	587456	528670	583898	497762	557187	507119	420867	458993	394329	433373		
O43813	O43813		LANCL1		208245	198056	138265	157888	120326	141082	155409	159187	135662	144114	120528	199743	157076	168982	96832.9	91351.7	91101.2	71257.1	124075	80639	76717.1	102592	185703	199041	170954	192477		
O43823	O43823		AKAP8		265307					214901												790529			733879							
O43837	O43837		IDH3B		153627	349127	327825	365765	283919	138700	276565		367276	158732	277458	285364	207960	307254	312757	419243	320098	355239	399055	271144	334489	316300	139798	284612	242650	223980		
O43847	O43847		NRDC		192220	393897	430247	371094	352850	206247	405198	391259	429527	363989	362537	399878	361452	358378	367231	359053	409859	356443	377361	366673	366189	344582	303387	299637	370124	353744		
O43852	O43852		CALU		413684	378330	376499	368225	358223	328178	380123	379449	381632	372594	392619	394878	416529	401953	450547	428373	448916	407036	427183	440802	435011	457209	419072	401026	432538	424277		
O43865	O43865		AHCYL1		1.36731e+06	1.3792e+06	1.34703e+06	1.15659e+06	1.52816e+06	1.42966e+06	1.63395e+06	1.56844e+06	1.60694e+06	1.17237e+06	1.4329e+06	1.53964e+06	1.28949e+06	1.11848e+06	1.30885e+06	1.47197e+06	1.24355e+06	1.17965e+06	1.42043e+06	1.43227e+06	1.20432e+06	1.26184e+06	1.65637e+06	1.26037e+06	1.04044e+06	1.39646e+06		
O60216	O60216		RAD21		68752.4	80013.7	106557	95147.7	75789.2	75343.8	104239	113482	105853	146550	96030	128650	122547	98250.3	114213		114792	130876	124692	151453	121922	117119	139077	155187	135690	137589		
O60220	O60220		TIMM8A		106719	108757	98021.8	117166	127652	88717.5	124825	114046	119851	189452	111092	192631	238503	235423	108219	99792.5	95943.5	105872	115765	111770	111109	109170	109510	88672.6	102175	95489.7		
O60231	O60231		DHX16		111433	390237	367978	378752		140143	546223	328116			393197	506811	301896	503471	362430	313049	435083	357381	383457			423696		388484	398472			
O60232	O60232		ZNRD2		70768.1	47677.4	118089	67731.1		60360.3					63622.8				84062.1	64734.7	75580.8	80957	76805.9	61616.7		77639.4		106846	136130			
O60264	O60264		SMARCA5		515940	617411	619706	675673	625237	419743	706435	642042	656476	650995	673275	619978	661099	616591	645370	621167	610331	572492	681183	618447	592885	650166	727331	732216	701238	712536		
O60271	O60271		SPAG9		124429		122448	199507		90650				209903		191781			167725	177779	161021				197098	105916		199829	223276	272596		
O60287	O60287		URB1		39908.8	2.55735e+06	2.49611e+06	2.69476e+06	2.87632e+06	44208.2	1.9182e+06	1.96039e+06	2.2561e+06	1.59857e+06	2.28473e+06	1.50876e+06	1.77952e+06	1.74296e+06	2.48512e+06	2.91536e+06	2.5935e+06	2.61221e+06	2.88726e+06	3.04574e+06	2.67999e+06	2.90439e+06	1.70754e+06	1.78533e+06	1.83676e+06	1.78171e+06		
O60306	O60306		AQR		598439					660549																						
O60313	O60313		OPA1		221808	678837	771073	588687	682520	151565	637341	501218	983019	558299	812731	635526	616768	598860	608232	460466	598782	635822	614108	618754	538935	620245	615219	577927	641628	568102		
O60341	O60341		KDM1A		21162.2	38251.4	26804.8	13839.3	25622.2	16165.4	23692.3	34411.8				16612.7	53454.5		32721.3		37192.3	31388.4			38200.2	18237.1						
O60437	O60437		PPL		840319	3.01337e+06				636200		1.99254e+06							2.62683e+06	2.10253e+06		2.37854e+06	2.11408e+06		2.80554e+06	2.29257e+06	1.76018e+06	1.73541e+06	1.87132e+06	1.79784e+06		
O60443	O60443		GSDME		29962.2					23705.1								70062.7								115257	72320.5			55589		
O60488	O60488		ACSL4		226028	435591	442609	396389	353286	186247	339357	466418	476308	372993	508498	404021	434707	438624	349691	328557	355605	354492	356591	362419	386551	356071	480031	531579	539386	449790		
O60493	O60493		SNX3		35630.4					32427.3				27828.9			52643.9			23380.6												
O60502	O60502		OGA		113883	282741	566266	513717		122642	428882	490997	208593	369743	430183	396083	390375	343272	423140	452993	499518	506763	527092	499185	458610	514938	373954	384505	406853	383187		
O60506	O60506		SYNCRIP		1.9841e+06	1.89146e+06	1.87871e+06	1.85126e+06	1.83626e+06	1.72685e+06	1.76031e+06	1.68807e+06	1.92559e+06	1.81267e+06	1.9173e+06	1.8355e+06	1.86029e+06	1.83824e+06	1.98659e+06	1.99972e+06	1.93258e+06	2.03077e+06	1.97127e+06	1.93995e+06	1.91189e+06	1.89812e+06	1.72325e+06	1.76758e+06	1.67368e+06	1.88723e+06		
O60508	O60508		CDC40							25615.1																						
O60524	O60524		NEMF		46780.1	166009		154076	169251	32830.4					188789		151392	152634	202791	191205	228394	200523	228366			191934						
O60547	O60547		GMDS		106928	122088		142314	122840	80672	116314	117276	120842	99648.3		98551.6	88315.2	97723.1			136969		95773.4				85226.4	78924.1	93063.3	81305.1		
O60568	O60568		PLOD3		905786	1.16348e+06	1.16262e+06	1.26316e+06	1.3124e+06	884500	857327	1.20292e+06	1.16414e+06	971109	1.16214e+06	998536	1.02417e+06	1.08844e+06	1.27273e+06	1.32546e+06	1.19745e+06	1.26255e+06	1.4108e+06	1.12971e+06	1.30323e+06	1.29368e+06	874860	1.09107e+06	1.19294e+06	1.02323e+06		
O60573	O60573		EIF4E2		36466.1					31910.3								23770.7							21643.1		8894.47					
O60610	O60610		DIAPH1		1.13476e+06	2.3456e+06	2.75821e+06	2.99122e+06	2.76255e+06	1.17602e+06	2.42379e+06	2.3291e+06	2.21564e+06	2.14276e+06	2.66346e+06	2.09086e+06	2.07228e+06	1.99416e+06	2.63671e+06	2.48569e+06	2.17977e+06	2.49168e+06	2.56998e+06	2.40583e+06	2.41426e+06	2.57974e+06	2.19447e+06	1.80291e+06	1.85868e+06	2.48731e+06		
O60613	O60613		SELENOF		26427.2					21795																						
O60637	O60637		TSPAN3		153738					159358								732967	729270	746681	693370		755409	745069	722231		88551.1	125968	112880	115158		
O60664	O60664		PLIN3		658622	1.25257e+06	1.16875e+06	1.21571e+06	1.13765e+06	434788	1.03563e+06	936448	1.06163e+06	1.11177e+06	1.15276e+06	1.1271e+06	1.13167e+06	1.13479e+06	1.1444e+06	1.15408e+06	1.19505e+06	1.12882e+06	1.09356e+06	1.14162e+06	1.18518e+06	1.11555e+06	928256	1.01439e+06	927723	970746		
O60669	O60669		SLC16A7		164667		130540	138977		22638.6				74325.9			104066		103786		110242	128943	149068	100055		105797	79915.3	115145	94082.5	96198.9		
O60684	O60684		KPNA6		554857	1.01809e+06	990247	1.04209e+06	949779	567364	845299	1.00601e+06	1.04315e+06	961463	962801	1.01311e+06	958853	1.0277e+06	1.21529e+06	1.05591e+06	960161	1.00951e+06	967169	1.037e+06	858761	944662	925643	754518	865928	891473		
O60701	O60701		UGDH		376816	484419	511220	482242	521259	378358	526922	534043	541937	399355	481320	435818	378210	406094	452110	432333	427424	447064	436640	421512	420952	477400	385016	375501	424371	356421		
O60716	O60716		CTNND1		71329.1					57335.6																						
O60725	O60725		ICMT		14004.2					17141.1																						
O60749	O60749		SNX2		962365	1.26677e+06	1.37212e+06	1.28695e+06	1.46179e+06	835202	1.31929e+06	1.39122e+06	1.28598e+06	1.191e+06	1.3581e+06	1.24472e+06	1.19927e+06	1.10862e+06	1.29655e+06	1.36539e+06	1.263e+06	1.24767e+06	1.2793e+06	1.25093e+06	1.2947e+06	1.33955e+06	988874	1.13038e+06	958076	972165		
O60762	O60762		DPM1		192375	272770	233454	236607	246098	204470	286284	260433	224682	206379	231862	193483	211634	236500	194869	200495	200312	217513	226191	220045	181641	201376	224891	193432	200146	220297		
O60763	O60763		USO1		230078	211930	338499	166245	182845	266197	180737	184195	149729	236108	252884	174908	251830	172561	141514	163409	168023	223391	200971	171249	174064	181943	261409	220582	238601	242921		
O60783	O60783		MRPS14		22557.8					35505.9																						
O60784	O60784		TOM1		46655.2					43130.4																				672089		
O60814	O60814		H2BC12		7.4888e+07	6.74915e+07	6.74584e+07	6.4932e+07	6.21053e+07	1.04455e+08	6.90349e+07	6.87119e+07	6.54425e+07	6.55681e+07	7.0915e+07	6.53738e+07	6.82271e+07	6.2938e+07	6.36634e+07	6.49965e+07	6.5227e+07	6.43853e+07	6.35013e+07	6.94493e+07	6.38077e+07	6.79767e+07	7.35754e+07	7.30197e+07	6.84805e+07	7.65197e+07		
O60831	O60831		PRAF2		30623.4			49865.2	64407.9	28060.7	32768.9	40139.6	45879.9	17211.6					24876.7	25306.9	17782.9	16160.1		11883.8		11401.3	16377.8	10893	26120.1	29255.1		
O60832	O60832		DKC1		1.6035e+06	2.69828e+06	2.67417e+06	2.78213e+06	2.68511e+06	1.47778e+06	2.71951e+06	2.68919e+06	3.0307e+06	2.30728e+06	2.58342e+06	2.36293e+06	2.11931e+06	2.11939e+06	2.51279e+06	2.3337e+06	2.35469e+06	2.40033e+06	2.52369e+06	2.42138e+06	2.19931e+06	2.15928e+06	2.25065e+06	2.09051e+06	2.26488e+06	2.36932e+06		
O60841	O60841		EIF5B		360885	325951	354826	339658	315364	326160	349756	347597	343941	327321	323570	356738	340303	333393	395402	354322	332017	348169	341876	337473	339177	331443	390805	387459	372128	381331		
O60869	O60869		EDF1		446559	318539	314937	299999	331564	431324	334202	327201	338674	384256	349768	425553	412249	379054	360675	411952	387226	389395	376133	370647	386023	388087	394667	403223	372134	385169		
O60879	O60879		DIAPH2		234456		948057			175710	1.00613e+06				1.0338e+06	605901	571998	520114	1.8302e+06	1.20026e+06	1.18557e+06	1.09577e+06	1.60662e+06	981367	1.06115e+06	1.36041e+06	461834		1.00944e+06	517146		
O60884	O60884		DNAJA2		121172	123128	125987	125336	117376	107397	151391	127023	119412	150231	113801	157682	140144	137328	114785	87455.2	94091.1	117014	100988	108452	114097	85119.3	164713	133060	149063	153255		
